timestamp,episode,step,total_steps,action,action_name,reward,cumulative_reward,pid_targeted,process_name,threat_score,is_ransomware,ransomware_confidence,is_critical,process_killed,snapshot_taken,episode_total_kills,episode_total_snapshots,episode_critical_kills,episode_ransomware_detected,done
2025-11-17 14:24:12.264,1,26,26,3,Snapshot,-1.0,-92.55,529,dbus-daemon,0.1651,0,0.0,1,0,1,3,0,4,0,0
2025-11-17 14:24:13.091,1,27,27,1,Ignore,-0.05,-92.6,531,polkitd,0.1598,0,0.0,1,0,0,3,0,4,0,0
2025-11-17 14:24:13.929,1,28,28,0,Monitor,0.1,-92.5,1209,wpa_supplicant,0.1785,0,0.0,0,0,0,3,0,4,0,0
2025-11-17 14:24:14.752,1,29,29,0,Monitor,0.1,-92.4,1275,Xorg,0.224,0,0.0,0,0,0,3,0,4,0,0
2025-11-17 14:24:15.643,1,30,30,3,Snapshot,-1.0,-93.4,1431,dbus-daemon,0.1777,0,0.0,1,0,1,3,0,4,0,0
2025-11-17 14:24:16.508,1,31,31,2,Kill,-2.0,-95.4,1568,at-spi2-registr,0.1597,0,0.0,0,1,0,4,0,4,0,0
2025-11-17 14:24:17.301,1,32,32,2,Kill,-2.0,-97.4,1596,fusermount3,0.177,0,0.0,0,1,0,5,0,4,0,0
2025-11-17 14:24:18.240,1,33,33,3,Snapshot,-1.0,-98.4,1653,evolution-alarm,0.159,0,0.0,0,0,1,5,0,4,0,0
2025-11-17 14:24:19.040,1,34,34,0,Monitor,0.1,-98.3,1712,gsd-usb-protect,0.1584,0,0.0,0,0,0,5,0,4,0,0
2025-11-17 14:24:19.877,1,35,35,2,Kill,-2.0,-100.3,1918,gvfs-udisks2-vo,0.1654,0,0.0,0,1,0,6,0,4,0,0
2025-11-17 14:24:20.691,1,36,36,3,Snapshot,-1.0,-101.3,2115,gjs,0.2066,0,0.0,0,0,1,6,0,4,0,0
2025-11-17 14:24:21.525,1,37,37,3,Snapshot,-1.0,-102.3,2492,code-oss,0.2609,0,0.1,0,0,1,6,0,4,0,0
2025-11-17 14:24:22.331,1,38,38,1,Ignore,-0.05,-102.35,2652,code-oss,0.2396,0,0.0,0,0,0,6,0,4,0,0
2025-11-17 14:24:23.138,1,39,39,1,Ignore,-0.05,-102.4,2523,code-oss,0.6003,0,0.3,0,0,0,6,0,4,0,0
2025-11-17 14:24:24.012,1,40,40,0,Monitor,0.1,-102.3,5,kworker/R-rcu_g,0.0112,0,0.0,1,0,0,6,0,4,0,0
2025-11-17 14:24:24.858,1,41,41,1,Ignore,-0.05,-102.35,19,rcu_exp_par_gp_,0.0112,0,0.0,0,0,0,6,0,4,0,0
2025-11-17 14:24:25.745,1,42,42,0,Monitor,0.1,-102.25,31,kworker/u4:2-fl,0.0108,0,0.0,1,0,0,6,0,4,0,0
2025-11-17 14:24:26.587,1,43,43,0,Monitor,0.1,-102.15,41,kworker/R-edac-,0.0108,0,0.0,1,0,0,6,0,4,0,0
2025-11-17 14:24:27.357,1,44,44,0,Monitor,0.1,-102.05,119,kworker/u4:4-kv,0.0108,0,0.0,1,0,0,6,0,4,0,0
2025-11-17 14:24:28.168,1,45,45,2,Kill,-20.0,-122.05,529,dbus-daemon,0.1635,0,0.0,1,0,0,6,0,5,0,0
2025-11-17 14:24:29.067,1,46,46,1,Ignore,-0.05,-122.1,531,polkitd,0.1598,0,0.0,1,0,0,6,0,5,0,0
2025-11-17 14:24:29.919,1,47,47,2,Kill,-2.0,-124.1,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,7,0,5,0,0
2025-11-17 14:24:30.723,1,48,48,1,Ignore,-0.05,-124.15,1275,Xorg,0.2236,0,0.0,0,0,0,7,0,5,0,0
2025-11-17 14:24:31.542,1,49,49,1,Ignore,-0.05,-124.2,1431,dbus-daemon,0.1777,0,0.0,1,0,0,7,0,5,0,0
2025-11-17 14:24:32.297,1,50,50,2,Kill,-2.0,-126.2,1568,at-spi2-registr,0.1597,0,0.0,0,1,0,8,0,5,0,0
2025-11-17 14:24:33.271,1,51,51,0,Monitor,0.1,-126.1,1629,gjs,0.1653,0,0.0,0,0,0,8,0,5,0,0
2025-11-17 14:24:34.160,1,52,52,2,Kill,-20.0,-146.1,1691,gsd-disk-utilit,0.161,0,0.0,0,1,0,8,0,6,0,0
2025-11-17 14:24:34.967,1,53,53,2,Kill,-2.0,-148.1,1803,ibus-x11,0.1584,0,0.0,1,0,0,9,0,6,0,0
2025-11-17 14:24:35.816,1,54,54,0,Monitor,0.1,-148.0,1945,gvfs-gphoto2-vo,0.1672,0,0.0,0,0,0,9,0,6,0,0
2025-11-17 14:24:36.627,1,55,55,1,Ignore,-0.05,-148.05,2119,gvfsd-trash,0.1772,0,0.0,0,0,0,9,0,6,0,0
2025-11-17 14:24:37.376,1,56,56,0,Monitor,0.1,-147.95,2492,code-oss,0.2593,0,0.1,0,0,0,9,0,6,0,0
2025-11-17 14:24:38.185,1,57,57,2,Kill,3.0,-144.95,14755,localsearch-ext,0.1658,0,0.0,0,1,0,10,0,6,0,0
2025-11-17 14:24:39.028,1,58,58,2,Kill,-20.0,-164.95,2523,code-oss,0.6015,0,0.3,0,1,0,10,0,7,0,0
2025-11-17 14:24:39.984,1,59,59,3,Snapshot,-1.0,-165.95,6,kworker/R-sync_,0.0112,0,0.0,1,0,1,10,0,7,0,0
2025-11-17 14:24:40.847,1,60,60,0,Monitor,0.1,-165.85,20,rcu_exp_gp_kthr,0.0112,0,0.0,0,0,0,10,0,7,0,0
2025-11-17 14:24:41.648,1,61,61,2,Kill,-20.0,-185.85,39,irq/9-acpi,0.0108,0,0.0,0,1,0,10,0,8,0,0
2025-11-17 14:24:42.440,1,62,62,1,Ignore,-0.05,-185.9,42,kworker/R-devfr,0.0108,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:43.189,1,63,63,0,Monitor,0.1,-185.8,181,kworker/R-crypt,0.0108,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:43.991,1,64,64,3,Snapshot,-1.0,-186.8,529,dbus-daemon,0.1635,0,0.0,1,0,1,10,0,8,0,0
2025-11-17 14:24:44.813,1,65,65,0,Monitor,0.1,-186.7,604,NetworkManager,0.1575,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:45.671,1,66,66,1,Ignore,-0.05,-186.75,1209,wpa_supplicant,0.1785,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:46.453,1,67,67,0,Monitor,0.1,-186.65,1367,VBoxClient,0.1699,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:47.263,1,68,68,0,Monitor,0.1,-186.55,1431,dbus-daemon,0.1777,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:48.110,1,69,69,1,Ignore,-0.05,-186.6,1568,at-spi2-registr,0.1597,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:48.907,1,70,70,3,Snapshot,-1.0,-187.6,1590,xdg-document-po,0.1643,0,0.0,0,0,1,10,0,8,0,0
2025-11-17 14:24:49.705,1,71,71,3,Snapshot,-1.0,-188.6,1691,gsd-disk-utilit,0.161,0,0.0,0,0,1,10,0,8,0,0
2025-11-17 14:24:50.507,1,72,72,0,Monitor,0.1,-188.5,1803,ibus-x11,0.1584,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:51.337,1,73,73,1,Ignore,-0.05,-188.55,1918,gvfs-udisks2-vo,0.1658,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:52.170,1,74,74,0,Monitor,0.1,-188.45,2119,gvfsd-trash,0.1772,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:52.992,1,75,75,1,Ignore,-0.05,-188.5,2492,code-oss,0.2597,0,0.1,0,0,0,10,0,8,0,0
2025-11-17 14:24:53.791,1,76,76,0,Monitor,0.1,-188.4,14927,localsearch-ext,0.1658,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:54.596,1,77,77,0,Monitor,0.1,-188.3,14277,python,0.595,0,0.2,0,0,0,10,0,8,0,0
2025-11-17 14:24:55.389,1,78,78,1,Ignore,-0.05,-188.35,6,kworker/R-sync_,0.0112,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:56.217,1,79,79,0,Monitor,0.1,-188.25,20,rcu_exp_gp_kthr,0.0112,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:57.016,1,80,80,0,Monitor,0.1,-188.15,39,irq/9-acpi,0.0108,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:24:57.835,1,81,81,1,Ignore,-0.05,-188.2,42,kworker/R-devfr,0.0108,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:24:58.650,1,82,82,3,Snapshot,-1.0,-189.2,181,kworker/R-crypt,0.0108,0,0.0,1,0,1,10,0,8,0,0
2025-11-17 14:24:59.429,1,83,83,0,Monitor,0.1,-189.1,529,dbus-daemon,0.1635,0,0.0,1,0,0,10,0,8,0,0
2025-11-17 14:25:00.191,1,84,84,3,Snapshot,-1.0,-190.1,604,NetworkManager,0.1579,0,0.0,1,0,1,10,0,8,0,0
2025-11-17 14:25:00.991,1,85,85,3,Snapshot,-1.0,-191.1,1209,wpa_supplicant,0.1785,0,0.0,0,0,1,10,0,8,0,0
2025-11-17 14:25:02.076,1,86,86,1,Ignore,-0.05,-191.15,1367,VBoxClient,0.1699,0,0.0,0,0,0,10,0,8,0,0
2025-11-17 14:25:02.931,1,87,87,2,Kill,-2.0,-193.15,1431,dbus-daemon,0.1777,0,0.0,1,0,0,11,0,8,0,0
2025-11-17 14:25:03.761,1,88,88,0,Monitor,0.1,-193.05,1568,at-spi2-registr,0.1597,0,0.0,0,0,0,11,0,8,0,0
2025-11-17 14:25:04.575,1,89,89,3,Snapshot,-1.0,-194.05,1634,gsd-a11y-settin,0.1589,0,0.0,0,0,1,11,0,8,0,0
2025-11-17 14:25:05.342,1,90,90,3,Snapshot,-1.0,-195.05,1691,gsd-disk-utilit,0.161,0,0.0,0,0,1,11,0,8,0,0
2025-11-17 14:25:06.207,1,91,91,0,Monitor,0.1,-194.95,1803,ibus-x11,0.1584,0,0.0,1,0,0,11,0,8,0,0
2025-11-17 14:25:07.049,1,92,92,0,Monitor,0.1,-194.85,1918,gvfs-udisks2-vo,0.1654,0,0.0,0,0,0,11,0,8,0,0
2025-11-17 14:25:07.859,1,93,93,2,Kill,-2.0,-196.85,2119,gvfsd-trash,0.1772,0,0.0,0,1,0,12,0,8,0,0
2025-11-17 14:25:08.668,1,94,94,3,Snapshot,-1.0,-197.85,2492,code-oss,0.2581,0,0.1,0,0,1,12,0,8,0,0
2025-11-17 14:25:09.468,1,95,95,0,Monitor,0.1,-197.75,14999,localsearch-ext,0.1658,0,0.0,0,0,0,12,0,8,0,0
2025-11-17 14:25:10.225,1,96,96,0,Monitor,0.1,-197.65,14277,python,0.595,0,0.2,0,0,0,12,0,8,0,0
2025-11-17 14:25:11.020,1,97,97,0,Monitor,0.1,-197.55,6,kworker/R-sync_,0.0112,0,0.0,1,0,0,12,0,8,0,0
2025-11-17 14:25:12.000,1,98,98,0,Monitor,0.1,-197.45,20,rcu_exp_gp_kthr,0.0112,0,0.0,0,0,0,12,0,8,0,0
2025-11-17 14:25:12.876,1,99,99,2,Kill,-20.0,-217.45,38,kworker/R-blkcg,0.0108,0,0.0,1,0,0,12,0,9,0,0
2025-11-17 14:25:13.731,1,100,100,2,Kill,-20.0,-237.45,42,kworker/R-devfr,0.0108,0,0.0,1,0,0,12,0,10,0,0
2025-11-17 14:25:14.690,1,101,101,3,Snapshot,-1.0,-238.45,181,kworker/R-crypt,0.0108,0,0.0,1,0,1,12,0,10,0,0
2025-11-17 14:25:15.583,1,102,102,1,Ignore,-0.05,-238.5,529,dbus-daemon,0.1635,0,0.0,1,0,0,12,0,10,0,0
2025-11-17 14:25:16.392,1,103,103,0,Monitor,0.1,-238.4,604,NetworkManager,0.1579,0,0.0,1,0,0,12,0,10,0,0
2025-11-17 14:25:17.204,1,104,104,2,Kill,-2.0,-240.4,1209,wpa_supplicant,0.1785,0,0.0,0,1,0,13,0,10,0,0
2025-11-17 14:25:18.017,1,105,105,1,Ignore,-0.05,-240.45,1253,gnome-keyring-d,0.1698,0,0.0,0,0,0,13,0,10,0,0
2025-11-17 14:25:18.833,1,106,106,3,Snapshot,-1.0,-241.45,1431,dbus-daemon,0.1777,0,0.0,1,0,1,13,0,10,0,0
2025-11-17 14:25:19.649,1,107,107,0,Monitor,0.1,-241.35,1590,xdg-document-po,0.1643,0,0.0,0,0,0,13,0,10,0,0
2025-11-17 14:25:20.483,1,108,108,1,Ignore,-0.05,-241.4,1654,gsd-print-notif,0.159,0,0.0,0,0,0,13,0,10,0,0
2025-11-17 14:25:21.251,1,109,109,2,Kill,-2.0,-243.4,1691,gsd-disk-utilit,0.161,0,0.0,0,1,0,14,0,10,0,0
2025-11-17 14:25:22.052,1,110,110,1,Ignore,-0.05,-243.45,1894,xdg-desktop-por,0.1626,0,0.0,0,0,0,14,0,10,0,0
2025-11-17 14:25:22.853,1,111,111,0,Monitor,0.1,-243.35,1918,gvfs-udisks2-vo,0.1654,0,0.0,0,0,0,14,0,10,0,0
2025-11-17 14:25:23.699,1,112,112,1,Ignore,-0.05,-243.4,2496,code-oss,0.2116,0,0.0,0,0,0,14,0,10,0,0
2025-11-17 14:25:24.592,1,113,113,0,Monitor,0.1,-243.3,2593,code-oss,0.246,0,0.0,0,0,0,14,0,10,0,0
2025-11-17 14:25:25.364,1,114,114,1,Ignore,-0.05,-243.35,14277,python,0.595,0,0.2,0,0,0,14,0,10,0,0
2025-11-17 14:25:26.204,1,115,115,1,Ignore,-0.05,-243.4,6,kworker/R-sync_,0.0112,0,0.0,1,0,0,14,0,10,0,0
2025-11-17 14:25:27.014,1,116,116,1,Ignore,-0.05,-243.45,20,rcu_exp_gp_kthr,0.0112,0,0.0,0,0,0,14,0,10,0,0
2025-11-17 14:25:27.834,1,117,117,1,Ignore,-0.05,-243.5,32,kworker/R-write,0.0108,0,0.0,1,0,0,14,0,10,0,0
2025-11-17 14:25:28.656,1,118,118,2,Kill,-20.0,-263.5,42,kworker/R-devfr,0.0108,0,0.0,1,0,0,14,0,11,0,0
2025-11-17 14:25:29.424,1,119,119,2,Kill,-20.0,-283.5,181,kworker/R-crypt,0.0108,0,0.0,1,0,0,14,0,12,0,0
2025-11-17 14:25:30.195,1,120,120,1,Ignore,-0.05,-283.55,529,dbus-daemon,0.1635,0,0.0,1,0,0,14,0,12,0,0
2025-11-17 14:25:30.993,1,121,121,2,Kill,-2.0,-285.55,604,NetworkManager,0.1579,0,0.0,1,0,0,15,0,12,0,0
2025-11-17 14:25:31.782,1,122,122,1,Ignore,-0.05,-285.6,1209,wpa_supplicant,0.1785,0,0.0,0,0,0,15,0,12,0,0
2025-11-17 14:25:32.551,1,123,123,3,Snapshot,-1.0,-286.6,1367,VBoxClient,0.1699,0,0.0,0,0,1,15,0,12,0,0
2025-11-17 14:25:33.291,1,124,124,3,Snapshot,-1.0,-287.6,1431,dbus-daemon,0.1777,0,0.0,1,0,1,15,0,12,0,0
2025-11-17 14:25:34.098,1,125,125,3,Snapshot,-1.0,-288.6,1590,xdg-document-po,0.1643,0,0.0,0,0,1,15,0,12,0,0
2025-11-17 14:25:34.902,1,126,126,2,Kill,-2.0,-290.6,1654,gsd-print-notif,0.159,0,0.0,0,1,0,16,0,12,0,0
2025-11-17 14:25:35.880,1,127,127,2,Kill,-2.0,-292.6,1691,gsd-disk-utilit,0.161,0,0.0,0,1,0,17,0,12,0,0
2025-11-17 14:25:36.682,1,128,128,3,Snapshot,-1.0,-293.6,1918,gvfs-udisks2-vo,0.1654,0,0.0,0,0,1,17,0,12,0,0
2025-11-17 14:25:37.464,1,129,129,1,Ignore,-0.05,-293.65,2119,gvfsd-trash,0.1772,0,0.0,0,0,0,17,0,12,0,0
2025-11-17 14:25:38.232,1,130,130,3,Snapshot,-1.0,-294.65,2593,code-oss,0.2456,0,0.0,0,0,1,17,0,12,0,0
2025-11-17 14:25:39.025,1,131,131,1,Ignore,-0.05,-294.7,5353,code-oss,0.1963,0,0.0,0,0,0,17,0,12,0,0
2025-11-17 14:25:39.831,1,132,132,0,Monitor,0.1,-294.6,14277,python,0.595,0,0.2,0,0,0,17,0,12,0,0
2025-11-17 14:25:40.638,1,133,133,2,Kill,-2.0,-296.6,6,kworker/R-sync_,0.0112,0,0.0,1,0,0,18,0,12,0,0
2025-11-17 14:25:41.453,1,134,134,2,Kill,-20.0,-316.6,20,rcu_exp_gp_kthr,0.0112,0,0.0,0,1,0,18,0,13,0,0
2025-11-17 14:25:42.216,1,135,135,2,Kill,-2.0,-318.6,38,kworker/R-blkcg,0.0108,0,0.0,1,0,0,19,0,13,0,0
2025-11-17 14:25:43.027,1,136,136,2,Kill,-20.0,-338.6,44,kswapd0,0.0108,0,0.0,0,1,0,19,0,14,0,0
2025-11-17 14:25:43.829,1,137,137,0,Monitor,0.1,-338.5,254,kworker/R-ata_s,0.0108,0,0.0,1,0,0,19,0,14,0,0
2025-11-17 14:25:44.594,1,138,138,0,Monitor,0.1,-338.4,529,dbus-daemon,0.1635,0,0.0,1,0,0,19,0,14,0,0
2025-11-17 14:25:45.344,1,139,139,3,Snapshot,-1.0,-339.4,734,rtkit-daemon,0.1627,0,0.0,0,0,1,19,0,14,0,0
2025-11-17 14:25:46.151,1,140,140,2,Kill,-2.0,-341.4,1249,dbus-daemon,0.1641,0,0.0,1,0,0,20,0,14,0,0
2025-11-17 14:25:47.104,1,141,141,3,Snapshot,-1.0,-342.4,1367,VBoxClient,0.1699,0,0.0,0,0,1,20,0,14,0,0
2025-11-17 14:25:47.947,1,142,142,1,Ignore,-0.05,-342.45,1431,dbus-daemon,0.1777,0,0.0,1,0,0,20,0,14,0,0
2025-11-17 14:25:48.709,1,143,143,3,Snapshot,-1.0,-343.45,1590,xdg-document-po,0.1643,0,0.0,0,0,1,20,0,14,0,0
2025-11-17 14:25:49.551,1,144,144,2,Kill,-2.0,-345.45,1654,gsd-print-notif,0.159,0,0.0,0,1,0,21,0,14,0,0
2025-11-17 14:25:50.308,1,145,145,1,Ignore,-0.05,-345.5,1712,gsd-usb-protect,0.1584,0,0.0,0,0,0,21,0,14,0,0
2025-11-17 14:25:51.078,1,146,146,1,Ignore,-0.05,-345.55,1932,gvfs-mtp-volume,0.1635,0,0.0,0,0,0,21,0,14,0,0
2025-11-17 14:25:51.841,1,147,147,0,Monitor,0.1,-345.45,2119,gvfsd-trash,0.1772,0,0.0,0,0,0,21,0,14,0,0
2025-11-17 14:25:52.593,1,148,148,3,Snapshot,-1.0,-346.45,2593,code-oss,0.2456,0,0.0,0,0,1,21,0,14,0,0
2025-11-17 14:25:53.286,1,149,149,3,Snapshot,1.0,-345.45,15323,localsearch-ext,0.1658,0,0.0,0,0,1,21,0,14,0,0
2025-11-17 14:25:54.056,1,150,150,1,Ignore,-0.05,-345.5,14277,python,0.595,0,0.2,0,0,0,21,0,14,0,0
2025-11-17 14:25:54.983,1,151,151,1,Ignore,-0.05,-345.55,6,kworker/R-sync_,0.0112,0,0.0,1,0,0,21,0,14,0,0
2025-11-17 14:25:55.788,1,152,152,2,Kill,-20.0,-365.55,21,migration/0,0.0112,0,0.0,1,0,0,21,0,15,0,0
2025-11-17 14:25:56.550,1,153,153,1,Ignore,-0.05,-365.6,38,kworker/R-blkcg,0.0108,0,0.0,1,0,0,21,0,15,0,0
2025-11-17 14:25:57.247,1,154,154,0,Monitor,0.1,-365.5,47,kworker/u4:3-ex,0.0108,0,0.0,1,0,0,21,0,15,0,0
2025-11-17 14:25:58.077,1,155,155,1,Ignore,-0.05,-365.55,254,kworker/R-ata_s,0.0108,0,0.0,1,0,0,21,0,15,0,0
2025-11-17 14:25:58.887,1,156,156,1,Ignore,-0.05,-365.6,529,dbus-daemon,0.1635,0,0.0,1,0,0,21,0,15,0,0
2025-11-17 14:25:59.640,1,157,157,2,Kill,-20.0,-385.6,734,rtkit-daemon,0.1627,0,0.0,0,1,0,21,0,16,0,0
2025-11-17 14:26:00.447,1,158,158,0,Monitor,0.1,-385.5,1249,dbus-daemon,0.1641,0,0.0,1,0,0,21,0,16,0,0
2025-11-17 14:26:01.159,1,159,159,3,Snapshot,-1.0,-386.5,1384,VBoxClient,0.1688,0,0.0,0,0,1,21,0,16,0,0
2025-11-17 14:26:01.931,1,160,160,3,Snapshot,-1.0,-387.5,1431,dbus-daemon,0.1777,0,0.0,1,0,1,21,0,16,0,0
2025-11-17 14:26:02.711,1,161,161,0,Monitor,0.1,-387.4,1590,xdg-document-po,0.1643,0,0.0,0,0,0,21,0,16,0,0
2025-11-17 14:26:03.472,1,162,162,2,Kill,-20.0,-407.4,1654,gsd-print-notif,0.159,0,0.0,0,1,0,21,0,17,0,0
2025-11-17 14:26:04.257,1,163,163,1,Ignore,-0.05,-407.45,1803,ibus-x11,0.1584,0,0.0,1,0,0,21,0,17,0,0
2025-11-17 14:26:05.055,1,164,164,2,Kill,-2.0,-409.45,1932,gvfs-mtp-volume,0.1635,0,0.0,0,1,0,22,0,17,0,0
2025-11-17 14:26:05.864,1,165,165,3,Snapshot,-1.0,-410.45,2119,gvfsd-trash,0.1772,0,0.0,0,0,1,22,0,17,0,0
2025-11-17 14:26:06.679,1,166,166,1,Ignore,-0.05,-410.5,2593,code-oss,0.2456,0,0.0,0,0,0,22,0,17,0,0
2025-11-17 14:26:07.459,1,167,167,2,Kill,3.0,-407.5,15409,localsearch-ext,0.1658,0,0.0,0,1,0,23,0,17,0,0
2025-11-17 14:26:08.219,1,168,168,0,Monitor,0.1,-407.4,14277,python,0.595,0,0.2,0,0,0,23,0,17,0,0
2025-11-17 14:26:09.196,1,169,169,0,Monitor,0.1,-407.3,7,kworker/R-slub_,0.0112,0,0.0,1,0,0,23,0,17,0,0
2025-11-17 14:26:10.001,1,170,170,2,Kill,-2.0,-409.3,22,idle_inject/0,0.0112,0,0.0,0,1,0,24,0,17,0,0
2025-11-17 14:26:10.791,1,171,171,2,Kill,-20.0,-429.3,39,irq/9-acpi,0.0108,0,0.0,0,1,0,24,0,18,0,0
2025-11-17 14:26:11.585,1,172,172,1,Ignore,-0.05,-429.35,56,kworker/R-acpi_,0.0108,0,0.0,1,0,0,24,0,18,0,0
2025-11-17 14:26:12.340,1,173,173,2,Kill,-20.0,-449.35,371,systemd-journal,0.1521,0,0.0,1,0,0,24,0,19,0,0
2025-11-17 14:26:13.135,1,174,174,3,Snapshot,-1.0,-450.35,529,dbus-daemon,0.1635,0,0.0,1,0,1,24,0,19,0,0
2025-11-17 14:26:13.959,1,175,175,1,Ignore,-0.05,-450.4,734,rtkit-daemon,0.1623,0,0.0,0,0,0,24,0,19,0,0
2025-11-17 14:26:14.742,1,176,176,0,Monitor,0.1,-450.3,1249,dbus-daemon,0.1641,0,0.0,1,0,0,24,0,19,0,0
2025-11-17 14:26:15.547,1,177,177,0,Monitor,0.1,-450.2,1431,dbus-daemon,0.1777,0,0.0,1,0,0,24,0,19,0,0
2025-11-17 14:26:16.308,1,178,178,0,Monitor,0.1,-450.1,1442,VBoxClient,0.1693,0,0.0,0,0,0,24,0,19,0,0
2025-11-17 14:26:17.360,1,179,179,3,Snapshot,-1.0,-451.1,1590,xdg-document-po,0.1643,0,0.0,0,0,1,24,0,19,0,0
2025-11-17 14:26:18.184,1,180,180,0,Monitor,0.1,-451.0,1654,gsd-print-notif,0.159,0,0.0,0,0,0,24,0,19,0,0
2025-11-17 14:26:18.980,1,181,181,1,Ignore,-0.05,-451.05,1803,ibus-x11,0.1584,0,0.0,1,0,0,24,0,19,0,0
